"SKU","snapshot_date","units_in_stock","units_sold_7d","units_sold_30d","units_sold_60d","days_of_inventory_left","dead_stock_flag","total_order_quantity","avg_cost_per_unit","avg_lead_time","expected_delivery","actual_delivery"
"SKU-SHI-0001","2024-02-04",0,46,230,443,0.0,"N",357.0,705.0,53.0,"2024-03-23","2024-03-28"
"SKU-PAN-0002","2024-02-04",0,33,128,222,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0003","2024-02-04",0,15,70,136,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0004","2024-02-04",0,13,49,95,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0005","2024-02-04",0,13,51,91,0.0,"N",90.0,846.0,42.0,"2024-03-16","2024-03-17"
"SKU-SHI-0006","2024-02-04",0,6,27,56,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0007","2024-02-04",0,7,26,51,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0008","2024-02-04",0,4,16,38,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0009","2024-02-04",0,8,23,39,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0010","2024-02-04",0,4,19,36,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0011","2024-02-04",0,3,17,32,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0012","2024-02-04",0,5,15,34,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0013","2024-02-04",0,2,11,23,0.0,"N",40.0,1227.0,42.0,"2024-03-17","2024-03-17"
"SKU-CRO-0014","2024-02-04",0,4,14,25,0.0,"N",70.0,756.0,28.0,"2024-03-03","2024-03-03"
"SKU-SHI-0015","2024-02-04",0,1,12,20,0.0,"N",65.0,940.0,42.0,"2024-03-14","2024-03-17"
"SKU-PAN-0016","2024-02-04",0,4,10,21,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0017","2024-02-04",0,3,13,18,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0018","2024-02-04",0,4,10,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0019","2024-02-04",0,3,13,19,0.0,"N",70.0,726.0,56.0,"2024-03-28","2024-03-31"
"SKU-PAN-0020","2024-02-04",0,3,13,17,0.0,"N",72.0,1163.0,33.0,"2024-03-08","2024-03-08"
"SKU-PAN-0021","2024-02-04",0,0,4,19,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0022","2024-02-04",0,2,6,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0023","2024-02-04",0,0,5,12,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0024","2024-02-04",0,2,10,18,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0025","2024-02-04",0,1,6,14,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0026","2024-02-04",0,1,8,14,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0027","2024-02-04",0,0,7,11,0.0,"N",60.0,1871.0,53.0,"2024-03-26","2024-03-28"
"SKU-PAN-0028","2024-02-04",0,2,8,15,0.0,"N",68.0,1317.0,39.0,"2024-03-14","2024-03-14"
"SKU-TSH-0029","2024-02-04",0,1,6,16,0.0,"N",69.0,701.0,36.0,"2024-03-09","2024-03-11"
"SKU-CRO-0030","2024-02-04",0,0,5,12,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0031","2024-02-04",0,0,6,9,0.0,"N",46.0,1800.0,45.0,"2024-03-20","2024-03-20"
"SKU-TSH-0032","2024-02-04",0,1,4,7,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0033","2024-02-04",5,0,6,11,25.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0034","2024-02-04",0,2,6,11,0.0,"N",40.0,1051.0,58.0,"2024-03-28","2024-04-02"
"SKU-CRO-0035","2024-02-04",0,3,6,9,0.0,"N",41.0,721.0,57.0,"2024-03-31","2024-04-01"
"SKU-SHI-0036","2024-02-04",36,1,2,6,540.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0037","2024-02-04",25,1,4,11,187.5,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0038","2024-02-04",0,4,7,11,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0039","2024-02-04",16,0,2,6,240.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0040","2024-02-04",32,3,5,7,192.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0041","2024-02-04",53,0,1,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0042","2024-02-04",35,0,4,5,262.5,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0043","2024-02-04",0,3,6,8,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0044","2024-02-04",29,0,5,8,174.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0045","2024-02-04",44,0,2,3,660.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0046","2024-02-04",47,1,8,8,176.2,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0047","2024-02-04",26,1,6,7,130.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0048","2024-02-04",0,1,1,4,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0049","2024-02-04",51,2,4,8,382.5,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0050","2024-02-04",58,0,2,3,870.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0051","2024-02-04",0,1,4,7,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0052","2024-02-04",5,0,1,6,150.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0053","2024-02-04",0,1,6,11,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0054","2024-02-04",12,1,4,5,90.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0055","2024-02-04",55,0,3,4,550.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0001","2024-02-11",0,34,210,425,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0002","2024-02-11",0,21,118,217,0.0,"N",233.0,982.0,37.0,"2024-03-18","2024-03-19"
"SKU-SHI-0003","2024-02-11",0,13,63,135,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0004","2024-02-11",0,9,42,90,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0005","2024-02-11",0,9,51,96,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0006","2024-02-11",0,7,25,58,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0007","2024-02-11",0,1,16,48,0.0,"N",40.0,818.0,55.0,"2024-04-03","2024-04-06"
"SKU-PAN-0008","2024-02-11",0,1,12,35,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0009","2024-02-11",0,6,23,43,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0010","2024-02-11",0,3,18,36,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0011","2024-02-11",0,1,13,32,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0012","2024-02-11",0,2,16,29,0.0,"N",49.0,715.0,59.0,"2024-04-05","2024-04-10"
"SKU-SHI-0013","2024-02-11",0,2,7,24,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0014","2024-02-11",0,4,17,27,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0015","2024-02-11",0,3,12,23,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0016","2024-02-11",0,1,7,20,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0017","2024-02-11",0,3,12,21,0.0,"N",78.0,842.0,61.0,"2024-04-07","2024-04-12"
"SKU-PAN-0018","2024-02-11",0,0,9,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0019","2024-02-11",0,2,15,21,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0020","2024-02-11",0,0,11,17,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0021","2024-02-11",0,5,9,21,0.0,"N",60.0,1216.0,36.0,"2024-03-18","2024-03-18"
"SKU-PAN-0022","2024-02-11",0,2,6,15,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0023","2024-02-11",0,0,4,10,0.0,"N",40.0,668.0,30.0,"2024-03-12","2024-03-12"
"SKU-SHI-0024","2024-02-11",0,2,10,19,0.0,"N",40.0,854.0,54.0,"2024-04-02","2024-04-05"
"SKU-JAC-0025","2024-02-11",0,0,4,13,0.0,"N",40.0,1639.0,44.0,"2024-03-24","2024-03-26"
"SKU-PAN-0026","2024-02-11",0,0,4,14,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0027","2024-02-11",0,1,5,11,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0028","2024-02-11",0,1,7,14,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0029","2024-02-11",0,1,5,14,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0030","2024-02-11",0,2,7,12,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0031","2024-02-11",0,1,5,10,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0032","2024-02-11",0,0,3,6,0.0,"N",40.0,627.0,54.0,"2024-04-04","2024-04-05"
"SKU-SHO-0033","2024-02-11",5,0,3,11,50.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0034","2024-02-11",0,3,9,14,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0035","2024-02-11",0,0,6,8,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0036","2024-02-11",35,1,3,6,350.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0037","2024-02-11",25,0,4,9,187.5,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0038","2024-02-11",0,0,5,11,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0039","2024-02-11",15,1,2,7,225.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0040","2024-02-11",31,1,6,7,155.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0041","2024-02-11",52,1,2,4,780.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0042","2024-02-11",33,2,4,7,247.5,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0043","2024-02-11",0,0,3,8,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0044","2024-02-11",29,0,4,8,217.5,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0045","2024-02-11",44,0,2,3,660.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0046","2024-02-11",46,1,5,9,276.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0047","2024-02-11",25,1,6,8,125.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0048","2024-02-11",0,0,1,3,0.0,"N",58.0,736.0,43.0,"2024-03-20","2024-03-25"
"SKU-TSH-0049","2024-02-11",50,1,4,8,375.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0050","2024-02-11",57,1,2,4,855.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0051","2024-02-11",0,0,4,7,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0052","2024-02-11",5,0,0,5,999.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0053","2024-02-11",0,0,5,10,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0054","2024-02-11",12,0,4,5,90.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0055","2024-02-11",52,3,5,6,312.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0001","2024-02-18",0,41,189,412,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0002","2024-02-18",0,24,111,223,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0003","2024-02-18",0,18,57,140,0.0,"N",104.0,1004.0,54.0,"2024-04-09","2024-04-12"
"SKU-TSH-0004","2024-02-18",0,13,46,93,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0005","2024-02-18",0,2,37,84,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0006","2024-02-18",0,12,34,63,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0007","2024-02-18",0,2,15,43,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0008","2024-02-18",0,5,13,35,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0009","2024-02-18",0,3,23,44,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0010","2024-02-18",0,5,17,38,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0011","2024-02-18",0,3,12,29,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0012","2024-02-18",0,2,12,28,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0013","2024-02-18",0,1,8,22,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0014","2024-02-18",0,2,15,26,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0015","2024-02-18",0,2,10,24,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0016","2024-02-18",0,2,7,21,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0017","2024-02-18",0,0,10,19,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0018","2024-02-18",0,1,7,14,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0019","2024-02-18",0,0,9,20,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0020","2024-02-18",0,3,9,19,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0021","2024-02-18",0,2,9,20,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0022","2024-02-18",0,0,6,13,0.0,"N",61.0,1076.0,42.0,"2024-03-31","2024-03-31"
"SKU-SHO-0023","2024-02-18",0,2,6,10,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0024","2024-02-18",0,3,10,21,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0025","2024-02-18",0,1,3,10,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0026","2024-02-18",0,0,3,12,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0027","2024-02-18",0,0,4,11,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0028","2024-02-18",0,1,7,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0029","2024-02-18",0,0,3,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0030","2024-02-18",0,1,6,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0031","2024-02-18",0,0,5,9,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0032","2024-02-18",0,0,2,4,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0033","2024-02-18",5,0,1,10,150.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0034","2024-02-18",0,1,8,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0035","2024-02-18",0,2,7,9,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0036","2024-02-18",35,0,2,6,525.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0037","2024-02-18",23,2,5,9,138.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0038","2024-02-18",0,2,6,11,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0039","2024-02-18",15,0,2,7,225.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0040","2024-02-18",31,0,6,7,155.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0041","2024-02-18",51,1,3,4,510.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0042","2024-02-18",31,2,5,9,186.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0043","2024-02-18",0,0,3,6,0.0,"N",40.0,677.0,56.0,"2024-04-14","2024-04-14"
"SKU-JAC-0044","2024-02-18",28,1,2,8,420.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0045","2024-02-18",42,2,4,4,315.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0046","2024-02-18",45,1,4,10,337.5,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0047","2024-02-18",24,1,6,9,120.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0048","2024-02-18",0,1,2,3,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0049","2024-02-18",48,2,6,10,240.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0050","2024-02-18",57,0,1,4,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0051","2024-02-18",0,0,2,4,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0052","2024-02-18",4,1,1,6,120.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0053","2024-02-18",0,0,5,10,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0054","2024-02-18",10,2,4,7,75.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0055","2024-02-18",52,0,4,6,390.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0001","2024-02-25",0,46,179,405,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0002","2024-02-25",0,32,116,226,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0003","2024-02-25",0,12,60,140,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0004","2024-02-25",0,11,47,94,0.0,"N",94.0,539.0,44.0,"2024-04-07","2024-04-09"
"SKU-CRO-0005","2024-02-25",0,10,38,80,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0006","2024-02-25",0,9,38,64,0.0,"N",88.0,1097.0,55.0,"2024-04-20","2024-04-20"
"SKU-CRO-0007","2024-02-25",0,6,17,44,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0008","2024-02-25",0,4,14,31,0.0,"N",76.0,1152.0,35.0,"2024-03-29","2024-03-31"
"SKU-PAN-0009","2024-02-25",0,2,19,40,0.0,"N",78.0,1008.0,37.0,"2024-03-31","2024-04-02"
"SKU-TSH-0010","2024-02-25",0,4,16,37,0.0,"N",40.0,782.0,42.0,"2024-04-07","2024-04-07"
"SKU-SHO-0011","2024-02-25",0,5,14,30,0.0,"N",49.0,761.0,49.0,"2024-04-14","2024-04-14"
"SKU-TSH-0012","2024-02-25",0,2,11,27,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0013","2024-02-25",0,1,7,21,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0014","2024-02-25",0,2,13,25,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0015","2024-02-25",0,3,10,22,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0016","2024-02-25",0,1,8,18,0.0,"N",40.0,970.0,58.0,"2024-04-18","2024-04-23"
"SKU-SHI-0017","2024-02-25",0,0,7,17,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0018","2024-02-25",0,2,8,15,0.0,"N",45.0,1176.0,53.0,"2024-04-15","2024-04-18"
"SKU-CRO-0019","2024-02-25",0,1,7,19,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0020","2024-02-25",0,1,7,18,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0021","2024-02-25",0,2,9,19,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0022","2024-02-25",0,3,7,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0023","2024-02-25",0,2,5,11,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0024","2024-02-25",0,3,12,22,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0025","2024-02-25",0,3,5,10,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0026","2024-02-25",0,2,4,11,0.0,"N",40.0,1332.0,49.0,"2024-04-13","2024-04-14"
"SKU-JAC-0027","2024-02-25",0,1,2,10,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0028","2024-02-25",0,1,7,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0029","2024-02-25",0,1,3,12,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0030","2024-02-25",0,0,3,11,0.0,"N",48.0,621.0,49.0,"2024-04-14","2024-04-14"
"SKU-JAC-0031","2024-02-25",0,1,4,10,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0032","2024-02-25",0,2,3,6,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0033","2024-02-25",5,0,0,8,999.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0034","2024-02-25",0,0,6,11,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0035","2024-02-25",0,1,6,9,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0036","2024-02-25",35,0,2,5,525.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0037","2024-02-25",22,1,4,8,165.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0038","2024-02-25",0,1,7,11,0.0,"N",68.0,1060.0,44.0,"2024-04-09","2024-04-09"
"SKU-SHO-0039","2024-02-25",15,0,1,7,450.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0040","2024-02-25",30,1,6,8,150.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0041","2024-02-25",51,0,2,3,765.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0042","2024-02-25",31,0,5,9,186.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0043","2024-02-25",0,0,3,6,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0044","2024-02-25",28,0,1,8,840.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0045","2024-02-25",42,0,4,4,315.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0046","2024-02-25",45,0,3,10,450.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0047","2024-02-25",23,1,4,10,172.5,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0048","2024-02-25",0,0,2,2,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0049","2024-02-25",48,0,5,8,288.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0050","2024-02-25",57,0,1,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0051","2024-02-25",0,2,4,6,0.0,"N",61.0,928.0,46.0,"2024-04-09","2024-04-11"
"SKU-SHI-0052","2024-02-25",2,2,3,8,20.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0053","2024-02-25",0,1,3,7,0.0,"N",40.0,1660.0,56.0,"2024-04-18","2024-04-21"
"SKU-SHI-0054","2024-02-25",10,0,3,6,100.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0055","2024-02-25",52,0,4,6,390.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0001","2024-03-03",0,70,206,432,0.0,"N",339.0,705.0,48.0,"2024-04-17","2024-04-20"
"SKU-PAN-0002","2024-03-03",0,21,106,229,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0003","2024-03-03",0,22,73,141,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0004","2024-03-03",0,11,45,97,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0005","2024-03-03",0,9,37,83,0.0,"N",98.0,846.0,45.0,"2024-04-14","2024-04-17"
"SKU-SHI-0006","2024-03-03",0,9,38,68,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0007","2024-03-03",0,12,23,51,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0008","2024-03-03",0,4,16,32,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0009","2024-03-03",0,7,19,41,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0010","2024-03-03",0,6,18,38,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0011","2024-03-03",0,3,13,30,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0012","2024-03-03",0,7,13,29,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0013","2024-03-03",0,2,6,18,0.0,"N",40.0,1227.0,29.0,"2024-04-01","2024-04-01"
"SKU-CRO-0014","2024-03-03",0,3,11,26,0.0,"N",40.0,756.0,40.0,"2024-04-12","2024-04-12"
"SKU-SHI-0015","2024-03-03",0,3,12,24,0.0,"N",66.0,940.0,40.0,"2024-04-10","2024-04-12"
"SKU-PAN-0016","2024-03-03",0,2,6,18,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0017","2024-03-03",0,5,9,22,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0018","2024-03-03",0,4,9,18,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0019","2024-03-03",0,3,6,19,0.0,"N",57.0,726.0,36.0,"2024-04-07","2024-04-08"
"SKU-PAN-0020","2024-03-03",0,1,5,18,0.0,"N",64.0,1163.0,42.0,"2024-04-09","2024-04-14"
"SKU-PAN-0021","2024-03-03",0,2,11,16,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0022","2024-03-03",0,1,6,12,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0023","2024-03-03",0,2,6,11,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0024","2024-03-03",0,3,11,21,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0025","2024-03-03",0,0,4,10,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0026","2024-03-03",0,3,5,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0027","2024-03-03",0,1,3,10,0.0,"N",44.0,1871.0,43.0,"2024-04-14","2024-04-15"
"SKU-PAN-0028","2024-03-03",0,1,4,12,0.0,"N",45.0,1317.0,34.0,"2024-04-06","2024-04-06"
"SKU-TSH-0029","2024-03-03",0,2,5,12,0.0,"N",56.0,701.0,38.0,"2024-04-08","2024-04-10"
"SKU-CRO-0030","2024-03-03",0,2,5,11,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0031","2024-03-03",0,1,3,9,0.0,"N",40.0,1800.0,28.0,"2024-03-31","2024-03-31"
"SKU-TSH-0032","2024-03-03",0,2,4,8,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0033","2024-03-03",4,1,1,8,120.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0034","2024-03-03",0,0,4,10,0.0,"N",42.0,1051.0,42.0,"2024-04-14","2024-04-14"
"SKU-CRO-0035","2024-03-03",0,5,10,14,0.0,"N",40.0,721.0,50.0,"2024-04-19","2024-04-22"
"SKU-SHI-0036","2024-03-03",35,0,1,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0037","2024-03-03",22,0,3,8,220.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0038","2024-03-03",0,2,6,12,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0039","2024-03-03",13,2,3,6,130.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0040","2024-03-03",30,0,3,7,300.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0041","2024-03-03",48,3,5,6,288.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0042","2024-03-03",28,3,7,11,120.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0043","2024-03-03",0,2,3,8,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0044","2024-03-03",27,1,2,9,405.0,"N",0.0,0.0,0.0,"",""
